"PRESSURE1","TEMPERATURE1","STRESS_XX","STRESS_XY","STRESS_YY","STRESS_ZZ","STRAIN_XX","STRAIN_XY","STRAIN_YY","STRAIN_ZZ","STRAIN_PLS","DILATANCY","NODAL_VELOCITY1:0","NODAL_VELOCITY1:1","NODAL_VELOCITY1:2","DISPLACEMENT:0","DISPLACEMENT:1","DISPLACEMENT:2","DENSITY","VISCOSITY","SPECIFIC_HEAT_CAPACITY","HEAT_CONDUCTIVITY","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.177037995353152e-01,5.073499992631162e+02,1.123135178904811e-01,-1.016486894601618e-04,1.168832815391083e-01,3.000275182948231e-03,6.767010262847930e-03,-1.258507583792107e-05,7.049900393475843e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.291246748974436e-13,0.000000000000000e+00,5.599028867767743e-04,0.000000000000000e+00,0.000000000000000e+00,9.535906001525067e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,7.900000363588333e-02,7.900000363588333e-02,0.000000000000000e+00,0.000000000000000e+00
1.175760002285050e-01,5.071500003477979e+02,1.122052764701356e-01,-1.025139758763687e-04,1.168288291468608e-01,3.010854910117458e-03,6.759654668001797e-03,-1.269220653707041e-05,7.045874595607122e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.316584252297568e-13,0.000000000000000e+00,5.668263862455896e-04,0.000000000000000e+00,0.000000000000000e+00,9.536319999279772e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,7.999999821186066e-02,7.999999821186066e-02,0.000000000000000e+00,0.000000000000000e+00
1.174481999695108e-01,5.069499999423685e+02,1.121051127270365e-01,-1.034409134351739e-04,1.167391163106548e-01,3.011889201998622e-03,6.753390027741124e-03,-1.280697023482735e-05,7.040256916249393e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,2.360020263543508e-13,0.000000000000000e+00,5.734762688940831e-04,0.000000000000000e+00,0.000000000000000e+00,9.536734000119018e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.100000023841858e-02,8.100000023841858e-02,0.000000000000000e+00,0.000000000000000e+00
1.173203997105165e-01,5.067499995369392e+02,1.120049489983817e-01,-1.043678511041991e-04,1.166494034114041e-01,3.012923476812512e-03,6.747125389431165e-03,-1.292173394623058e-05,7.034639234045450e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,2.403456307149043e-13,0.000000000000000e+00,5.801261510532604e-04,0.000000000000000e+00,0.000000000000000e+00,9.537148000958263e-07,1.278000000000000e-09,4.679999999999999e+03,6.000000000000000e-01,1,8.200000226497650e-02,8.200000226497650e-02,0.000000000000000e+00,0.000000000000000e+00
1.171926004037065e-01,5.065500006216260e+02,1.119047860160033e-01,-1.052947818670146e-04,1.165596911805653e-01,3.013957743920469e-03,6.740860797796304e-03,-1.303649680257927e-05,7.029021593696418e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.446892027131489e-13,0.000000000000000e+00,5.867759836670552e-04,0.000000000000000e+00,0.000000000000000e+00,9.537561998712967e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.299999684095383e-02,8.299999684095383e-02,0.000000000000000e+00,0.000000000000000e+00
1.170648001447122e-01,5.063500002161966e+02,1.118046222873485e-01,-1.062217195360398e-04,1.164699782813147e-01,3.014992018734358e-03,6.734596159486343e-03,-1.315126051398250e-05,7.023403911492475e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.490328070737023e-13,0.000000000000000e+00,5.934258658262326e-04,0.000000000000000e+00,0.000000000000000e+00,9.537975999552212e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.399999886751175e-02,8.399999886751175e-02,0.000000000000000e+00,0.000000000000000e+00
1.169369998857179e-01,5.061499998107673e+02,1.117044585586937e-01,-1.071486572050650e-04,1.163802653820641e-01,3.016026293548248e-03,6.728331521176384e-03,-1.326602422538573e-05,7.017786229288532e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.533764114342558e-13,0.000000000000000e+00,6.000757479854100e-04,0.000000000000000e+00,0.000000000000000e+00,9.538390000391459e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.500000089406967e-02,8.500000089406967e-02,0.000000000000000e+00,0.000000000000000e+00
1.168091996267237e-01,5.059499994053380e+02,1.116042948300389e-01,-1.080755948740903e-04,1.162905524828134e-01,3.017060568362139e-03,6.722066882866425e-03,-1.338078793678896e-05,7.012168547084591e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.577200157948092e-13,0.000000000000000e+00,6.067256301445874e-04,0.000000000000000e+00,0.000000000000000e+00,9.538804001230704e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000001e-01,1,8.600000292062759e-02,8.600000292062759e-02,0.000000000000000e+00,0.000000000000000e+00
1.166814003199136e-01,5.057500004900248e+02,1.115041318476605e-01,-1.090025256369056e-04,1.162008402519746e-01,3.018094835470096e-03,6.715802291231564e-03,-1.349555079313764e-05,7.006550906735558e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.620635877930538e-13,0.000000000000000e+00,6.133754627583822e-04,0.000000000000000e+00,0.000000000000000e+00,9.539217998985411e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.699999749660492e-02,8.699999749660492e-02,0.000000000000000e+00,0.000000000000000e+00
1.165536000609193e-01,5.055500000845955e+02,1.114039681190057e-01,-1.099294633059309e-04,1.161111273527240e-01,3.019129110283986e-03,6.709537652921605e-03,-1.361031450454087e-05,7.000933224531616e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,2.664071921536072e-13,0.000000000000000e+00,6.200253449175595e-04,0.000000000000000e+00,0.000000000000000e+00,9.539631999824656e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.799999952316284e-02,8.799999952316284e-02,0.000000000000000e+00,0.000000000000000e+00
1.164257998019251e-01,5.053499996791661e+02,1.113038043903508e-01,-1.108564009749561e-04,1.160214144534734e-01,3.020163385097876e-03,6.703273014611644e-03,-1.372507821594410e-05,6.995315542327673e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.707507965141606e-13,0.000000000000000e+00,6.266752270767369e-04,0.000000000000000e+00,0.000000000000000e+00,9.540046000663901e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,8.900000154972076e-02,8.900000154972076e-02,0.000000000000000e+00,0.000000000000000e+00
1.162979995429308e-01,5.051499992737368e+02,1.112036406616961e-01,-1.117833386439814e-04,1.159317015542227e-01,3.021197659911766e-03,6.697008376301685e-03,-1.383984192734733e-05,6.989697860123730e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.750944008747141e-13,0.000000000000000e+00,6.333251092359143e-04,0.000000000000000e+00,0.000000000000000e+00,9.540460001503148e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000001e-01,1,9.000000357627869e-02,9.000000357627869e-02,0.000000000000000e+00,0.000000000000000e+00
1.161702002361207e-01,5.049500003584235e+02,1.111034776793176e-01,-1.127102694067968e-04,1.158419893233839e-01,3.022231927019723e-03,6.690743784666823e-03,-1.395460478369601e-05,6.984080219774697e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,2.794379728729587e-13,0.000000000000000e+00,6.399749418497091e-04,0.000000000000000e+00,0.000000000000000e+00,9.540873999257850e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.099999815225601e-02,9.099999815225601e-02,0.000000000000000e+00,0.000000000000000e+00
1.160423999771265e-01,5.047499999529942e+02,1.110033139506628e-01,-1.136372070758220e-04,1.157522764241333e-01,3.023266201833613e-03,6.684479146356864e-03,-1.406936849509925e-05,6.978462537570755e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.837815772335121e-13,0.000000000000000e+00,6.466248240088865e-04,0.000000000000000e+00,0.000000000000000e+00,9.541288000097097e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.200000017881393e-02,9.200000017881393e-02,0.000000000000000e+00,0.000000000000000e+00
1.159145997181322e-01,5.045499995475649e+02,1.109031502220080e-01,-1.145641447448472e-04,1.156625635248827e-01,3.024300476647503e-03,6.678214508046905e-03,-1.418413220650248e-05,6.972844855366814e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.881251815940655e-13,0.000000000000000e+00,6.532747061680638e-04,0.000000000000000e+00,0.000000000000000e+00,9.541702000936344e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000001e-01,1,9.300000220537186e-02,9.300000220537186e-02,0.000000000000000e+00,0.000000000000000e+00
1.157868004113222e-01,5.043500006322516e+02,1.108029872396296e-01,-1.154910755076626e-04,1.155728512940439e-01,3.025334743755460e-03,6.671949916412043e-03,-1.429889506285116e-05,6.967227215017780e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,2.924687535923101e-13,0.000000000000000e+00,6.599245387818585e-04,0.000000000000000e+00,0.000000000000000e+00,9.542115998691047e-07,1.278000000000000e-09,4.680000000000000e+03,5.999999999999999e-01,1,9.399999678134918e-02,9.399999678134918e-02,0.000000000000000e+00,0.000000000000000e+00
1.156590001523279e-01,5.041500002268223e+02,1.107028235109748e-01,-1.164180131766879e-04,1.154831383947933e-01,3.026369018569350e-03,6.665685278102084e-03,-1.441365877425439e-05,6.961609532813837e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,2.968123579528635e-13,0.000000000000000e+00,6.665744209410360e-04,0.000000000000000e+00,0.000000000000000e+00,9.542529999530294e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.499999880790710e-02,9.499999880790710e-02,0.000000000000000e+00,0.000000000000000e+00
1.155311998933336e-01,5.039499998213930e+02,1.106026597823200e-01,-1.173449508457131e-04,1.153934254955426e-01,3.027403293383240e-03,6.659420639792125e-03,-1.452842248565762e-05,6.955991850609896e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,3.011559623134170e-13,0.000000000000000e+00,6.732243031002134e-04,0.000000000000000e+00,0.000000000000000e+00,9.542944000369539e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.600000083446503e-02,9.600000083446503e-02,0.000000000000000e+00,0.000000000000000e+00
1.154033996343394e-01,5.037499994159637e+02,1.105024960536652e-01,-1.182718885147383e-04,1.153037125962920e-01,3.028437568197130e-03,6.653156001482165e-03,-1.464318619706085e-05,6.950374168405953e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.054995666739704e-13,0.000000000000000e+00,6.798741852593907e-04,0.000000000000000e+00,0.000000000000000e+00,9.543358001208783e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.700000286102295e-02,9.700000286102295e-02,0.000000000000000e+00,0.000000000000000e+00
1.152756003275293e-01,5.035500005006504e+02,1.104023330712868e-01,-1.191988192775537e-04,1.152140003654532e-01,3.029471835305088e-03,6.646891409847303e-03,-1.475794905340953e-05,6.944756528056920e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.098431386722151e-13,0.000000000000000e+00,6.865240178731856e-04,0.000000000000000e+00,0.000000000000000e+00,9.543771998963490e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.799999743700027e-02,9.799999743700027e-02,0.000000000000000e+00,0.000000000000000e+00
1.151478000685350e-01,5.033500000952210e+02,1.103021693426320e-01,-1.201257569465789e-04,1.151242874662026e-01,3.030506110118978e-03,6.640626771537343e-03,-1.487271276481276e-05,6.939138845852977e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,3.141867430327685e-13,0.000000000000000e+00,6.931739000323629e-04,0.000000000000000e+00,0.000000000000000e+00,9.544185999802733e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,9.899999946355820e-02,9.899999946355820e-02,0.000000000000000e+00,0.000000000000000e+00
1.150199998095408e-01,5.031499996897918e+02,1.102020056139772e-01,-1.210526946156042e-04,1.150345745669519e-01,3.031540384932868e-03,6.634362133227384e-03,-1.498747647621599e-05,6.933521163649035e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.185303473933219e-13,0.000000000000000e+00,6.998237821915403e-04,0.000000000000000e+00,0.000000000000000e+00,9.544600000641980e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.000000014901161e-01,1.000000014901161e-01,0.000000000000000e+00,0.000000000000000e+00
1.148921995505465e-01,5.029499992843624e+02,1.101018418853224e-01,-1.219796322846294e-04,1.149448616677013e-01,3.032574659746758e-03,6.628097494917424e-03,-1.510224018761922e-05,6.927903481445093e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.228739517538753e-13,0.000000000000000e+00,7.064736643507177e-04,0.000000000000000e+00,0.000000000000000e+00,9.545014001481227e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.010000035166740e-01,1.010000035166740e-01,0.000000000000000e+00,0.000000000000000e+00
1.147644002437365e-01,5.027500003690493e+02,1.100016789029440e-01,-1.229065630474448e-04,1.148551494368625e-01,3.033608926854715e-03,6.621832903282563e-03,-1.521700304396791e-05,6.922285841096059e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.272175237521199e-13,0.000000000000000e+00,7.131234969645125e-04,0.000000000000000e+00,0.000000000000000e+00,9.545427999235931e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.019999980926514e-01,1.019999980926514e-01,0.000000000000000e+00,0.000000000000000e+00
1.146365999847422e-01,5.025499999636199e+02,1.099015151742892e-01,-1.238335007164701e-04,1.147654365376119e-01,3.034643201668605e-03,6.615568264972603e-03,-1.533176675537114e-05,6.916668158892117e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.315611281126734e-13,0.000000000000000e+00,7.197733791236898e-04,0.000000000000000e+00,0.000000000000000e+00,9.545842000075178e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.030000001192093e-01,1.030000001192093e-01,0.000000000000000e+00,0.000000000000000e+00
1.145087997257479e-01,5.023499995581906e+02,1.098013514456344e-01,-1.247604383854953e-04,1.146757236383612e-01,3.035677476482495e-03,6.609303626662644e-03,-1.544653046677437e-05,6.911050476688175e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.359047324732267e-13,0.000000000000000e+00,7.264232612828671e-04,0.000000000000000e+00,0.000000000000000e+00,9.546256000914421e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.040000021457672e-01,1.040000021457672e-01,0.000000000000000e+00,0.000000000000000e+00
1.143810004189379e-01,5.021500006428773e+02,1.097011884632560e-01,-1.256873691483107e-04,1.145860114075224e-01,3.036711743590452e-03,6.603039035027783e-03,-1.556129332312305e-05,6.905432836339142e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.402483044714714e-13,0.000000000000000e+00,7.330730938966619e-04,0.000000000000000e+00,0.000000000000000e+00,9.546669998669128e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.049999967217445e-01,1.049999967217445e-01,0.000000000000000e+00,0.000000000000000e+00
1.142532001599436e-01,5.019500002374481e+02,1.096010247346011e-01,-1.266143068173359e-04,1.144962985082718e-01,3.037746018404342e-03,6.596774396717823e-03,-1.567605703452628e-05,6.899815154135200e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.445919088320248e-13,0.000000000000000e+00,7.397229760558394e-04,0.000000000000000e+00,0.000000000000000e+00,9.547083999508373e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.059999987483025e-01,1.059999987483025e-01,0.000000000000000e+00,0.000000000000000e+00
1.141253999009494e-01,5.017499998320187e+02,1.095008610059464e-01,-1.275412444863611e-04,1.144065856090212e-01,3.038780293218232e-03,6.590509758407864e-03,-1.579082074592951e-05,6.894197471931257e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.489355131925782e-13,0.000000000000000e+00,7.463728582150168e-04,0.000000000000000e+00,0.000000000000000e+00,9.547498000347620e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.070000007748604e-01,1.070000007748604e-01,0.000000000000000e+00,0.000000000000000e+00
1.139975996419551e-01,5.015499994265894e+02,1.094006972772915e-01,-1.284681821553864e-04,1.143168727097705e-01,3.039814568032122e-03,6.584245120097905e-03,-1.590558445733274e-05,6.888579789727315e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,3.532791175531316e-13,0.000000000000000e+00,7.530227403741940e-04,0.000000000000000e+00,0.000000000000000e+00,9.547912001186863e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.080000028014183e-01,1.080000028014183e-01,0.000000000000000e+00,0.000000000000000e+00
1.138698003351450e-01,5.013500005112761e+02,1.093005342949131e-01,-1.293951129182018e-04,1.142271604789317e-01,3.040848835140079e-03,6.577980528463043e-03,-1.602034731368143e-05,6.882962149378282e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.576226895513762e-13,0.000000000000000e+00,7.596725729879888e-04,0.000000000000000e+00,0.000000000000000e+00,9.548325998941569e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.089999973773956e-01,1.089999973773956e-01,0.000000000000000e+00,0.000000000000000e+00
1.137420000761508e-01,5.011500001058468e+02,1.092003705662583e-01,-1.303220505872270e-04,1.141374475796811e-01,3.041883109953969e-03,6.571715890153083e-03,-1.613511102508465e-05,6.877344467174340e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.619662939119297e-13,0.000000000000000e+00,7.663224551471663e-04,0.000000000000000e+00,0.000000000000000e+00,9.548739999780814e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.099999994039536e-01,1.099999994039536e-01,0.000000000000000e+00,0.000000000000000e+00
1.136141998171565e-01,5.009499997004175e+02,1.091002068376035e-01,-1.312489882562522e-04,1.140477346804305e-01,3.042917384767859e-03,6.565451251843124e-03,-1.624987473648789e-05,6.871726784970398e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.663098982724831e-13,0.000000000000000e+00,7.729723373063437e-04,0.000000000000000e+00,0.000000000000000e+00,9.549154000620061e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.110000014305115e-01,1.110000014305115e-01,0.000000000000000e+00,0.000000000000000e+00
1.134863995581623e-01,5.007499992949881e+02,1.090000431089487e-01,-1.321759259252775e-04,1.139580217811799e-01,3.043951659581749e-03,6.559186613533164e-03,-1.636463844789112e-05,6.866109102766455e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999997999e+01,3.706535026330365e-13,0.000000000000000e+00,7.796222194655211e-04,0.000000000000000e+00,0.000000000000000e+00,9.549568001459306e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.120000034570694e-01,1.120000034570694e-01,0.000000000000000e+00,0.000000000000000e+00
1.133586002513522e-01,5.005500003796749e+02,1.088998801265703e-01,-1.331028566880929e-04,1.138683095503411e-01,3.044985926689707e-03,6.552922021898303e-03,-1.647940130423980e-05,6.860491462417422e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.749970746312812e-13,0.000000000000000e+00,7.862720520793158e-04,0.000000000000000e+00,0.000000000000000e+00,9.549981999214011e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.129999980330467e-01,1.129999980330467e-01,0.000000000000000e+00,0.000000000000000e+00
1.132307999923579e-01,5.003499999742456e+02,1.087997163979155e-01,-1.340297943571181e-04,1.137785966510904e-01,3.046020201503597e-03,6.546657383588343e-03,-1.659416501564303e-05,6.854873780213479e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.793406789918346e-13,0.000000000000000e+00,7.929219342384931e-04,0.000000000000000e+00,0.000000000000000e+00,9.550396000053255e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.140000000596046e-01,1.140000000596046e-01,0.000000000000000e+00,0.000000000000000e+00
1.131029997333637e-01,5.001499995688163e+02,1.086995526692607e-01,-1.349567320261434e-04,1.136888837518398e-01,3.047054476317486e-03,6.540392745278383e-03,-1.670892872704626e-05,6.849256098009538e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.836842833523880e-13,0.000000000000000e+00,7.995718163976705e-04,0.000000000000000e+00,0.000000000000000e+00,9.550810000892502e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.150000020861626e-01,1.150000020861626e-01,0.000000000000000e+00,0.000000000000000e+00
1.129752004265536e-01,4.999500006535030e+02,1.085993896868823e-01,-1.358836627889588e-04,1.135991715210010e-01,3.048088743425444e-03,6.534128153643522e-03,-1.682369158339494e-05,6.843638457660504e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.880278553506327e-13,0.000000000000000e+00,8.062216490114653e-04,0.000000000000000e+00,0.000000000000000e+00,9.551223998647207e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.159999966621399e-01,1.159999966621399e-01,0.000000000000000e+00,0.000000000000000e+00
1.128474001675593e-01,4.997500002480737e+02,1.084992259582275e-01,-1.368106004579840e-04,1.135094586217504e-01,3.049123018239334e-03,6.527863515333563e-03,-1.693845529479817e-05,6.838020775456562e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.923714597111861e-13,0.000000000000000e+00,8.128715311706428e-04,0.000000000000000e+00,0.000000000000000e+00,9.551637999486454e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.169999986886978e-01,1.169999986886978e-01,0.000000000000000e+00,0.000000000000000e+00
1.127195999085651e-01,4.995499998426444e+02,1.083990622295727e-01,-1.377375381270092e-04,1.134197457224997e-01,3.050157293053224e-03,6.521598877023603e-03,-1.705321900620141e-05,6.832403093252619e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.967150640717395e-13,0.000000000000000e+00,8.195214133298201e-04,0.000000000000000e+00,0.000000000000000e+00,9.552052000325697e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.180000007152557e-01,1.180000007152557e-01,0.000000000000000e+00,0.000000000000000e+00
1.125917996495708e-01,4.993499994372150e+02,1.082988985009179e-01,-1.386644757960344e-04,1.133300328232491e-01,3.051191567867114e-03,6.515334238713644e-03,-1.716798271760463e-05,6.826785411048677e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,4.010586684322929e-13,0.000000000000000e+00,8.261712954889974e-04,0.000000000000000e+00,0.000000000000000e+00,9.552466001164944e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.190000027418137e-01,1.190000027418137e-01,0.000000000000000e+00,0.000000000000000e+00
1.124640003427607e-01,4.991500005219019e+02,1.081987355185395e-01,-1.395914065588498e-04,1.132403205924103e-01,3.052225834975071e-03,6.509069647078782e-03,-1.728274557395332e-05,6.821167770699644e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,4.054022404305375e-13,0.000000000000000e+00,8.328211281027922e-04,0.000000000000000e+00,0.000000000000000e+00,9.552879998919650e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.199999973177910e-01,1.199999973177910e-01,0.000000000000000e+00,0.000000000000000e+00
1.123362000837663e-01,4.989500001164773e+02,1.080971419149417e-01,-1.385842501682618e-04,1.131244371856455e-01,3.045915441704243e-03,6.503171162629919e-03,-1.715805002083278e-05,6.814384679388161e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,4.039543878431012e-13,0.000000000000000e+00,8.392251167209287e-04,0.000000000000000e+00,0.000000000000000e+00,9.553293999758870e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.209999993443489e-01,1.209999993443489e-01,0.000000000000000e+00,0.000000000000000e+00
1.122083998247719e-01,4.987499997110527e+02,1.079955483075091e-01,-1.375770885904126e-04,1.130085537086911e-01,3.039605028734936e-03,6.497272679163086e-03,-1.703335382547992e-05,6.807601584951039e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,4.025065197229149e-13,0.000000000000000e+00,8.456291046795759e-04,0.000000000000000e+00,0.000000000000000e+00,9.553708000598092e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.220000013709068e-01,1.220000013709068e-01,0.000000000000000e+00,0.000000000000000e+00
1.120805995657775e-01,4.985499993056280e+02,1.078939547000764e-01,-1.365699270125635e-04,1.128926702317367e-01,3.033294615765629e-03,6.491374195696252e-03,-1.690865763012706e-05,6.800818490513915e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,4.010586516027286e-13,0.000000000000000e+00,8.520330926382231e-04,0.000000000000000e+00,0.000000000000000e+00,9.554122001437313e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.230000033974648e-01,1.230000033974648e-01,0.000000000000000e+00,0.000000000000000e+00
1.119528002589673e-01,4.983500003903196e+02,1.077923618495736e-01,-1.355627729386376e-04,1.127767876181798e-01,3.026984249812466e-03,6.485475756176456e-03,-1.678396236383137e-05,6.794035446614682e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998002e+01,3.996107942699786e-13,0.000000000000000e+00,8.584370328835386e-04,0.000000000000000e+00,0.000000000000000e+00,9.554535999191992e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000000e-01,1,1.239999979734421e-01,1.239999979734421e-01,0.000000000000000e+00,0.000000000000000e+00
1.118249999999728e-01,4.981499999848950e+02,1.076907682421409e-01,-1.345556113607885e-04,1.126609041412254e-01,3.020673836843159e-03,6.479577272709622e-03,-1.665926616847850e-05,6.787252352177559e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999998001e+01,3.981629261497923e-13,0.000000000000000e+00,8.648410208421858e-04,0.000000000000000e+00,0.000000000000000e+00,9.554950000031214e-07,1.278000000000000e-09,4.680000000000000e+03,6.000000000000001e-01,1,1.250000000000000e-01,1.250000000000000e-01,0.000000000000000e+00,0.000000000000000e+00
